post_id,data,hora,formato,pilar,fase,semana,tema,gancho,legenda,cta,hashtags,direcao_visual,midia,status,ig_media_id,publicado_em,erro
2027-01-01-reels,2027-01-01,20:15,reels,Conexão,Recomeço de janeiro,Semana 20,Você não precisa virar guru para vender algo útil,Você não precisa virar guru para vender algo útil,"Você não precisa parecer expert para dar o primeiro passo com honestidade.

Tema de hoje: Você não precisa virar guru para vender algo útil.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Reels silencioso com frases em tela e música tendência. 5 cenas, 2 segundos cada.",,pendente,,,
2027-01-02-stories,2027-01-02,12:30,stories,Bastidores / prova honesta,Recomeço de janeiro,Semana 20,Bastidor: o produto foi feito para quem precisa de clareza,Bastidor: o produto foi feito para quem precisa de clareza,"Um bastidor importante: esse projeto não usa promessa de resultado garantido.

Tema de hoje: Bastidor: o produto foi feito para quem precisa de clareza.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Sequência de 3 stories: 1) pergunta/enquete, 2) dica curta, 3) CTA para link da bio/check-out.",2027-01-02-stories/2027-01-02-stories-1.jpg,pendente,,,
2027-01-03-estatico,2027-01-03,19:00,estatico,Venda direta honesta,Recomeço de janeiro,Semana 20,"Por que R$49,99 compra clareza, não promessa de dinheiro","Por que R$49,99 compra clareza, não promessa de dinheiro","Se você quer começar, mas sempre trava na próxima etapa, esse guia pode te ajudar.

Tema de hoje: Por que R$49,99 compra clareza, não promessa de dinheiro.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Card simples: título, subtítulo e elemento visual lima. Visual limpo, sem poluição.",2027-01-03-estatico/2027-01-03-estatico-1.jpg,pendente,,,
2027-01-04-carrossel,2027-01-04,19:30,carrossel,Educativo,Recomeço de janeiro,Semana 21,O que colocar numa bio que realmente explica o perfil,O que colocar numa bio que realmente explica o perfil,"Antes de pensar em vender, você precisa entender o caminho básico.

Tema de hoje: O que colocar numa bio que realmente explica o perfil.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: ""antes de começar..."" Slides 2-5: erros/ajustes. Último slide: convite para o guia.",2027-01-04-carrossel/2027-01-04-carrossel-1.jpg;2027-01-04-carrossel/2027-01-04-carrossel-2.jpg;2027-01-04-carrossel/2027-01-04-carrossel-3.jpg;2027-01-04-carrossel/2027-01-04-carrossel-4.jpg;2027-01-04-carrossel/2027-01-04-carrossel-5.jpg;2027-01-04-carrossel/2027-01-04-carrossel-6.jpg,pendente,,,
2027-01-05-reels,2027-01-05,20:15,reels,Jornada,Recomeço de janeiro,Semana 21,O que mudou quando eu organizei o projeto em etapas,O que mudou quando eu organizei o projeto em etapas,"Esse projeto nasceu do jeito que muita gente começa: sem estrutura perfeita.

Tema de hoje: O que mudou quando eu organizei o projeto em etapas.

Não é sobre fingir que está tudo pronto. É sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de começar pequeno é que você consegue corrigir rápido, sem depender de equipe, estúdio ou orçamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se você também está começando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se você também está começando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Vídeo faceless com texto na tela, cortes rápidos e b-roll simples de computador/celular. Sem aparecer. Narrativa opcional ou áudio em alta baixo.",,pendente,,,
2027-01-06-stories,2027-01-06,12:30,stories,Conexão,Recomeço de janeiro,Semana 21,O medo de errar não pode ser maior que a vontade de sair do lugar,O medo de errar não pode ser maior que a vontade de sair do lugar,"Tem muita gente vendendo uma vida perfeita. Aqui a conversa é outra.

Tema de hoje: O medo de errar não pode ser maior que a vontade de sair do lugar.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Story único com bastidor + caixa de pergunta: ""qual etapa mais te trava?"".",2027-01-06-stories/2027-01-06-stories-1.jpg,pendente,,,
2027-01-07-estatico,2027-01-07,19:00,estatico,Bastidores / prova honesta,Recomeço de janeiro,Semana 21,O que entra no guia e por que isso importa para iniciantes,O que entra no guia e por que isso importa para iniciantes,"A construção foi pensada para quem precisa sair da confusão e ir para um passo a passo.

Tema de hoje: O que entra no guia e por que isso importa para iniciantes.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Print/nota visual estilo checklist, com 3 bullets curtos.",2027-01-07-estatico/2027-01-07-estatico-1.jpg,pendente,,,
2027-01-08-carrossel,2027-01-08,19:30,carrossel,Venda direta honesta,Recomeço de janeiro,Semana 21,Antes de comprar: para quem esse guia serve e para quem não serve,Antes de comprar: para quem esse guia serve e para quem não serve,"O Guia Do Zero ao Real não promete renda automática. Ele entrega organização.

Tema de hoje: Antes de comprar: para quem esse guia serve e para quem não serve.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,Slide 1: título forte com fundo verde-noturno e palavra REAL em lima. Slides 2-6: um ponto por slide. Último slide: CTA para ver o guia no link da bio.,2027-01-08-carrossel/2027-01-08-carrossel-1.jpg;2027-01-08-carrossel/2027-01-08-carrossel-2.jpg;2027-01-08-carrossel/2027-01-08-carrossel-3.jpg;2027-01-08-carrossel/2027-01-08-carrossel-4.jpg;2027-01-08-carrossel/2027-01-08-carrossel-5.jpg;2027-01-08-carrossel/2027-01-08-carrossel-6.jpg,pendente,,,
2027-01-09-reels,2027-01-09,20:15,reels,Educativo,Recomeço de janeiro,Semana 21,Como usar prova honesta mesmo sem depoimentos ainda,Como usar prova honesta mesmo sem depoimentos ainda,"O problema não é só falta de vontade. Muitas vezes é falta de ordem.

Tema de hoje: Como usar prova honesta mesmo sem depoimentos ainda.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Tela gravada mostrando checklist/rotina, com legendas grandes e ritmo rápido. Encerrar com CTA na bio.",,pendente,,,
2027-01-10-stories,2027-01-10,12:30,stories,Jornada,Recomeço de janeiro,Semana 21,Por que documentar o processo ajuda mais do que fingir perfeição,Por que documentar o processo ajuda mais do que fingir perfeição,"O começo não precisa ser impressionante. Precisa existir.

Tema de hoje: Por que documentar o processo ajuda mais do que fingir perfeição.

Não é sobre fingir que está tudo pronto. É sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de começar pequeno é que você consegue corrigir rápido, sem depender de equipe, estúdio ou orçamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se você também está começando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se você também está começando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Antes/depois conceitual: ""antes: perdido / depois: com checklist"". CTA discreto.",2027-01-10-stories/2027-01-10-stories-1.jpg,pendente,,,
2027-01-11-estatico,2027-01-11,19:00,estatico,Conexão,Recomeço de janeiro,Semana 22,O começo parece feio porque ainda é começo,O começo parece feio porque ainda é começo,"Se você está tentando começar e sente que está atrasado, respira.

Tema de hoje: O começo parece feio porque ainda é começo.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Imagem única com frase forte central, logo discreta e CTA na legenda.",2027-01-11-estatico/2027-01-11-estatico-1.jpg,pendente,,,
2027-01-12-carrossel,2027-01-12,19:30,carrossel,Bastidores / prova honesta,Recomeço de janeiro,Semana 22,Como transformei dúvidas comuns em capítulos práticos,Como transformei dúvidas comuns em capítulos práticos,"Por trás do guia existe uma escolha simples: clareza antes de hype.

Tema de hoje: Como transformei dúvidas comuns em capítulos práticos.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: pergunta direta. Slides seguintes: resposta em passos curtos. Último slide: ""salva para fazer depois"".",2027-01-12-carrossel/2027-01-12-carrossel-1.jpg;2027-01-12-carrossel/2027-01-12-carrossel-2.jpg;2027-01-12-carrossel/2027-01-12-carrossel-3.jpg;2027-01-12-carrossel/2027-01-12-carrossel-4.jpg;2027-01-12-carrossel/2027-01-12-carrossel-5.jpg;2027-01-12-carrossel/2027-01-12-carrossel-6.jpg,pendente,,,
2027-01-13-reels,2027-01-13,20:15,reels,Venda direta honesta,Recomeço de janeiro,Semana 22,"O guia não faz por você, mas te mostra o caminho com ordem","O guia não faz por você, mas te mostra o caminho com ordem","A proposta é simples: um mapa prático para quem está começando sem nada.

Tema de hoje: O guia não faz por você, mas te mostra o caminho com ordem.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Reels silencioso com frases em tela e música tendência. 5 cenas, 2 segundos cada.",,pendente,,,
2027-01-14-stories,2027-01-14,12:30,stories,Educativo,Recomeço de janeiro,Semana 22,3 erros de quem começa no marketing digital sem direção,3 erros de quem começa no marketing digital sem direção,"Começar do zero fica mais difícil quando você tenta aprender tudo ao mesmo tempo.

Tema de hoje: 3 erros de quem começa no marketing digital sem direção.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Sequência de 3 stories: 1) pergunta/enquete, 2) dica curta, 3) CTA para link da bio/check-out.",2027-01-14-stories/2027-01-14-stories-1.jpg,pendente,,,
2027-01-15-estatico,2027-01-15,19:00,estatico,Jornada,Recomeço de janeiro,Semana 22,Bastidor real: fazer simples para conseguir terminar,Bastidor real: fazer simples para conseguir terminar,"Nem todo bastidor é bonito, mas é nele que o negócio começa a ficar real.

Tema de hoje: Bastidor real: fazer simples para conseguir terminar.

Não é sobre fingir que está tudo pronto. É sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de começar pequeno é que você consegue corrigir rápido, sem depender de equipe, estúdio ou orçamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se você também está começando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se você também está começando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Card simples: título, subtítulo e elemento visual lima. Visual limpo, sem poluição.",2027-01-15-estatico/2027-01-15-estatico-1.jpg,pendente,,,
2027-01-16-carrossel,2027-01-16,19:30,carrossel,Conexão,Recomeço de janeiro,Semana 22,Faceless não é se esconder; é escolher um formato possível,Faceless não é se esconder; é escolher um formato possível,"Você não precisa parecer expert para dar o primeiro passo com honestidade.

Tema de hoje: Faceless não é se esconder; é escolher um formato possível.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: ""antes de começar..."" Slides 2-5: erros/ajustes. Último slide: convite para o guia.",2027-01-16-carrossel/2027-01-16-carrossel-1.jpg;2027-01-16-carrossel/2027-01-16-carrossel-2.jpg;2027-01-16-carrossel/2027-01-16-carrossel-3.jpg;2027-01-16-carrossel/2027-01-16-carrossel-4.jpg;2027-01-16-carrossel/2027-01-16-carrossel-5.jpg;2027-01-16-carrossel/2027-01-16-carrossel-6.jpg,pendente,,,
2027-01-17-reels,2027-01-17,20:15,reels,Bastidores / prova honesta,Recomeço de janeiro,Semana 22,"Por que a garantia existe, mas o esforço continua sendo seu","Por que a garantia existe, mas o esforço continua sendo seu","Um bastidor importante: esse projeto não usa promessa de resultado garantido.

Tema de hoje: Por que a garantia existe, mas o esforço continua sendo seu.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Vídeo faceless com texto na tela, cortes rápidos e b-roll simples de computador/celular. Sem aparecer. Narrativa opcional ou áudio em alta baixo.",,pendente,,,
2027-01-18-stories,2027-01-18,12:30,stories,Venda direta honesta,Recomeço de janeiro,Semana 23,7 dias de garantia para você olhar com calma,7 dias de garantia para você olhar com calma,"Se você quer começar, mas sempre trava na próxima etapa, esse guia pode te ajudar.

Tema de hoje: 7 dias de garantia para você olhar com calma.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Story único com bastidor + caixa de pergunta: ""qual etapa mais te trava?"".",2027-01-18-stories/2027-01-18-stories-1.jpg,pendente,,,
2027-01-19-estatico,2027-01-19,19:00,estatico,Educativo,Recomeço de janeiro,Semana 23,O que é um infoproduto explicado sem enrolação,O que é um infoproduto explicado sem enrolação,"Antes de pensar em vender, você precisa entender o caminho básico.

Tema de hoje: O que é um infoproduto explicado sem enrolação.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Print/nota visual estilo checklist, com 3 bullets curtos.",2027-01-19-estatico/2027-01-19-estatico-1.jpg,pendente,,,
2027-01-20-carrossel,2027-01-20,19:30,carrossel,Jornada,Recomeço de janeiro,Semana 23,A diferença entre estar perdido e estar no começo,A diferença entre estar perdido e estar no começo,"Esse projeto nasceu do jeito que muita gente começa: sem estrutura perfeita.

Tema de hoje: A diferença entre estar perdido e estar no começo.

Não é sobre fingir que está tudo pronto. É sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de começar pequeno é que você consegue corrigir rápido, sem depender de equipe, estúdio ou orçamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se você também está começando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se você também está começando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,Slide 1: título forte com fundo verde-noturno e palavra REAL em lima. Slides 2-6: um ponto por slide. Último slide: CTA para ver o guia no link da bio.,2027-01-20-carrossel/2027-01-20-carrossel-1.jpg;2027-01-20-carrossel/2027-01-20-carrossel-2.jpg;2027-01-20-carrossel/2027-01-20-carrossel-3.jpg;2027-01-20-carrossel/2027-01-20-carrossel-4.jpg;2027-01-20-carrossel/2027-01-20-carrossel-5.jpg;2027-01-20-carrossel/2027-01-20-carrossel-6.jpg,pendente,,,
2027-01-21-reels,2027-01-21,20:15,reels,Conexão,Recomeço de janeiro,Semana 23,O plano perfeito muitas vezes é só procrastinação com nome bonito,O plano perfeito muitas vezes é só procrastinação com nome bonito,"Tem muita gente vendendo uma vida perfeita. Aqui a conversa é outra.

Tema de hoje: O plano perfeito muitas vezes é só procrastinação com nome bonito.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Tela gravada mostrando checklist/rotina, com legendas grandes e ritmo rápido. Encerrar com CTA na bio.",,pendente,,,
2027-01-22-stories,2027-01-22,12:30,stories,Bastidores / prova honesta,Recomeço de janeiro,Semana 23,"Bastidor da VSL: direto ao ponto, sem teatro de riqueza","Bastidor da VSL: direto ao ponto, sem teatro de riqueza","A construção foi pensada para quem precisa sair da confusão e ir para um passo a passo.

Tema de hoje: Bastidor da VSL: direto ao ponto, sem teatro de riqueza.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Antes/depois conceitual: ""antes: perdido / depois: com checklist"". CTA discreto.",2027-01-22-stories/2027-01-22-stories-1.jpg,pendente,,,
2027-01-23-estatico,2027-01-23,19:00,estatico,Venda direta honesta,Recomeço de janeiro,Semana 23,Quer começar hoje? O checkout está na bio,Quer começar hoje? O checkout está na bio,"O Guia Do Zero ao Real não promete renda automática. Ele entrega organização.

Tema de hoje: Quer começar hoje? O checkout está na bio.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Imagem única com frase forte central, logo discreta e CTA na legenda.",2027-01-23-estatico/2027-01-23-estatico-1.jpg,pendente,,,
2027-01-24-carrossel,2027-01-24,19:30,carrossel,Educativo,Recomeço de janeiro,Semana 23,Por que começar pequeno é melhor do que esperar o plano perfeito,Por que começar pequeno é melhor do que esperar o plano perfeito,"O problema não é só falta de vontade. Muitas vezes é falta de ordem.

Tema de hoje: Por que começar pequeno é melhor do que esperar o plano perfeito.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: pergunta direta. Slides seguintes: resposta em passos curtos. Último slide: ""salva para fazer depois"".",2027-01-24-carrossel/2027-01-24-carrossel-1.jpg;2027-01-24-carrossel/2027-01-24-carrossel-2.jpg;2027-01-24-carrossel/2027-01-24-carrossel-3.jpg;2027-01-24-carrossel/2027-01-24-carrossel-4.jpg;2027-01-24-carrossel/2027-01-24-carrossel-5.jpg;2027-01-24-carrossel/2027-01-24-carrossel-6.jpg,pendente,,,
